tmpf,dwpf,relh,mslp,sknt,feel_gap,u_wind,v_wind,dew_depression,dew_dep_tend_3h,cloud_oktas,cloud_tend_3h,ceiling_ft,p01i,precip_24h,is_precip,solar_zenith,solar_alt,cos_zenith,tmpf_clim_global,tmpf_anomaly,mslp_tend_1h,mslp_tend_3h,mslp_tend_6h,tmpf_tend_1h,tmpf_tend_3h,tmpf_tend_6h,tmpf_lag_1h,tmpf_lag_2h,tmpf_lag_3h,tmpf_lag_6h,tmpf_lag_12h,tmpf_lag_24h,dwpf_lag_1h,dwpf_lag_2h,dwpf_lag_3h,dwpf_lag_6h,dwpf_lag_12h,dwpf_lag_24h,tmpf_roll3_mean,tmpf_roll6_mean,tmpf_roll24_mean,tmpf_roll3_std,mslp_roll3_mean,hour_sin,hour_cos,month_sin,month_cos,hour,month,dayofyear,KEWR_tmpf,KEWR_tmpf_delta,KEWR_tmpf_tend_3h,KEWR_sknt,KEWR_drct,KLGA_tmpf,KLGA_tmpf_delta,KLGA_tmpf_tend_3h,KLGA_sknt,KLGA_drct,KJFK_tmpf,KJFK_tmpf_delta,KJFK_tmpf_tend_3h,KJFK_sknt,KJFK_drct,KTEB_tmpf,KTEB_tmpf_delta,KTEB_tmpf_tend_3h,KTEB_sknt,KTEB_drct,valid_t,pred_high,pred_t3h,pred_t6h,obs_high,reassessed
90.0,73.0,57.6,1006.8,0.0,-8.349999999999994,-0.0,-0.0,17.0,4.0,4.0,4.0,4500.0,0.0,0.0,0.0,61.4821180068559,28.5178819931441,0.47743301553563494,77.93939393939394,12.060606060606062,-0.40000000000009095,-1.6000000000000227,-1.6000000000000227,0.0,5.0,14.0,90.0,87.0,85.0,76.0,75.0,81.0,73.0,72.0,72.0,71.0,69.0,66.0,87.33333333333333,83.33333333333333,78.66666666666667,2.5166114784235987,1007.9000000000001,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,162.0,94.0,4.0,6.0,12.0,250.0,93.0,3.0,7.0,5.0,310.0,91.0,1.0,6.0,16.0,230.0,92.0,2.0,4.0,5.0,230.0,2026-06-11T17:51:00+00:00,91.80577850341797,87.54074096679688,85.00794982910156,91.03999999999999,91.80577850341797
90.0,73.0,57.6,1006.7,4.0,-8.349999999999994,0.0,0.0,17.0,2.0,2.0,-2.0,5000.0,0.0,0.0,0.0,65.18853639259129,24.81146360740871,0.4196337000734646,77.47881355932203,12.521186440677965,-0.09999999999990905,-1.3999999999999773,-1.8999999999999773,0.0,3.0,11.0,90.0,90.0,87.0,79.0,75.0,81.0,73.0,73.0,72.0,71.0,70.0,67.0,89.0,85.66666666666667,79.04166666666667,1.7320508075689018,1007.3666666666667,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,14.0,6.0,162.0,94.0,4.0,4.0,13.0,250.0,94.0,4.0,4.0,10.0,240.0,88.0,-2.0,2.0,13.0,220.0,94.0,4.0,5.0,11.0,280.0,2026-06-11T18:51:00+00:00,91.05049133300781,85.48038482666016,83.70669555664062,91.03999999999999,91.05049133300781
88.0,73.0,61.34,1006.6,5.0,-7.769999999999996,0.0,0.0,15.0,-2.0,2.0,0.0,5000.0,0.0,0.0,0.0,71.45297036314622,18.54702963685378,0.3180829543538371,77.2493927125506,10.750607287449398,-0.10000000000002274,-0.6000000000000227,-1.8999999999999773,-2.0,-2.0,5.0,90.0,90.0,90.0,83.0,74.0,80.0,73.0,73.0,73.0,72.0,70.0,68.0,90.0,87.5,79.41666666666667,0.0,1006.9000000000001,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,162.0,96.0,8.0,4.0,14.0,270.0,94.0,6.0,4.0,10.0,260.0,90.0,2.0,0.0,14.0,240.0,95.0,7.0,2.0,14.0,240.0,2026-06-11T19:51:00+00:00,91.1092300415039,85.0228042602539,83.52360534667969,91.03999999999999,91.1092300415039
88.0,73.0,61.34,1006.6,5.0,-7.769999999999996,0.0,0.0,15.0,-2.0,2.0,0.0,5000.0,0.0,0.0,0.0,71.45297036314622,18.54702963685378,0.3180829543538371,77.2493927125506,10.750607287449398,-0.10000000000002274,-0.6000000000000227,-1.8999999999999773,-2.0,-2.0,5.0,90.0,90.0,90.0,83.0,74.0,80.0,73.0,73.0,73.0,72.0,70.0,68.0,90.0,87.5,79.41666666666667,0.0,1006.9000000000001,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,162.0,96.0,8.0,4.0,14.0,270.0,94.0,6.0,4.0,10.0,260.0,90.0,2.0,0.0,14.0,240.0,95.0,7.0,2.0,14.0,240.0,2026-06-11T19:51:00+00:00,91.1092300415039,85.0228042602539,83.52360534667969,91.03999999999999,91.1092300415039
82.0,58.0,44.12,1012.1,0.0,0.04999999999999716,0.0,0.0,24.0,7.0,0.0,0.0,25000.0,0.0,0.88,0.0,60.82041400345741,29.179585996542592,0.48754861339920696,76.46376811594203,5.536231884057969,-0.5,-0.39999999999997726,1.1000000000000227,1.0,6.0,11.0,81.0,78.0,76.0,71.0,74.0,87.0,57.0,58.0,59.0,59.0,72.0,70.0,78.33333333333333,75.33333333333333,77.79166666666667,2.516611478423588,1012.6333333333333,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,12.0,6.0,164.0,85.0,3.0,4.0,6.0,310.0,83.0,1.0,6.0,3.0,350.0,82.0,0.0,3.0,11.0,210.0,83.0,1.0,6.0,8.0,300.0,2026-06-13T16:51:00+00:00,85.1001205444336,81.80451965332031,79.98480224609375,82.0,85.1001205444336
84.0,57.0,39.9,1011.6,3.0,0.7199999999999989,0.0,0.0,27.0,7.0,2.0,2.0,6500.0,0.0,0.88,0.0,61.48165717894618,28.51834282105382,0.47744008261675314,77.93939393939394,6.060606060606062,-0.5,-1.1999999999999318,-0.2999999999999545,2.0,6.0,12.0,82.0,81.0,78.0,72.0,74.0,88.0,58.0,57.0,58.0,59.0,68.0,70.0,80.33333333333333,77.16666666666667,77.58333333333333,2.081665999466142,1012.5,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,164.0,87.0,3.0,4.0,9.0,290.0,84.0,0.0,4.0,8.0,260.0,83.0,-1.0,4.0,11.0,190.0,85.0,1.0,6.0,7.0,280.0,2026-06-13T17:51:00+00:00,85.80791473388672,83.20613861083984,78.86940002441406,84.02,85.80791473388672
83.0,59.0,44.27,1011.3,5.0,0.04999999999999716,0.0,0.0,24.0,0.0,0.0,0.0,25000.0,0.0,0.88,0.0,65.18807322545553,24.811926774544474,0.41964103766506083,77.47881355932203,5.521186440677965,-0.3000000000000682,-1.3000000000000682,-0.8000000000000682,-1.0,2.0,9.0,84.0,82.0,81.0,74.0,74.0,88.0,57.0,58.0,57.0,60.0,63.0,73.0,82.33333333333333,79.16666666666667,77.41666666666667,1.5275252316519636,1012.1,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,14.0,6.0,164.0,87.0,4.0,4.0,5.0,240.0,86.0,3.0,6.0,14.0,300.0,83.0,0.0,2.0,11.0,200.0,87.0,4.0,5.0,12.0,270.0,2026-06-13T18:51:00+00:00,85.4227294921875,82.61417388916016,77.933837890625,84.02,85.4227294921875
84.0,56.0,38.49,1010.8,0.0,0.9399999999999977,-0.0,-0.0,28.0,4.0,2.0,2.0,7000.0,0.0,0.88,0.0,71.45252112350526,18.547478876494736,0.31809038783102395,77.2493927125506,6.750607287449398,-0.5,-1.3000000000000682,-1.7000000000000455,1.0,2.0,8.0,83.0,84.0,82.0,76.0,73.0,88.0,59.0,57.0,58.0,59.0,61.0,72.0,83.0,80.66666666666667,77.20833333333333,1.0000000000000284,1011.6666666666666,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,164.0,88.0,4.0,3.0,8.0,320.0,86.0,2.0,3.0,10.0,300.0,84.0,0.0,2.0,13.0,210.0,87.0,3.0,4.0,10.0,280.0,2026-06-13T19:51:00+00:00,85.91685485839844,82.5319595336914,78.29248046875,84.02,85.91685485839844
84.0,59.0,42.87,1010.6,3.0,0.23999999999999488,0.0,0.0,25.0,-2.0,4.0,2.0,7500.0,0.0,0.88,0.0,79.64721054122612,10.352789458773884,0.17970864144460197,76.79681274900399,7.2031872509960095,-0.1999999999999318,-1.0,-2.199999999999932,0.0,0.0,6.0,84.0,83.0,84.0,78.0,71.0,89.0,56.0,59.0,57.0,58.0,62.0,70.0,83.66666666666667,82.0,77.04166666666667,0.5773502691896739,1011.2333333333332,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,16.0,6.0,164.0,89.0,5.0,2.0,8.0,260.0,88.0,4.0,4.0,14.0,250.0,84.0,0.0,1.0,11.0,200.0,87.0,3.0,2.0,6.0,290.0,2026-06-13T20:51:00+00:00,86.13697052001953,81.23243713378906,78.16739654541016,84.02,86.13697052001953
83.0,59.0,44.27,1010.9,0.0,0.04999999999999716,0.0,0.0,24.0,0.0,4.0,4.0,8000.0,0.0,0.88,0.0,89.2020568404555,0.7979431595445021,0.013926285191274963,76.25396825396825,6.746031746031747,0.2999999999999545,-0.39999999999997726,-1.7000000000000455,-1.0,0.0,2.0,84.0,84.0,83.0,81.0,70.0,87.0,59.0,56.0,59.0,57.0,60.0,71.0,83.66666666666667,83.0,76.83333333333333,0.5773502691896739,1010.9,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,17.0,6.0,164.0,89.0,6.0,2.0,11.0,260.0,85.0,2.0,-1.0,8.0,310.0,79.0,-4.0,-4.0,15.0,200.0,87.0,4.0,0.0,12.0,270.0,2026-06-13T21:51:00+00:00,85.60456085205078,79.99188995361328,75.81478881835938,84.02,85.60456085205078
85.0,54.0,34.66,1010.9,3.0,1.5400000000000063,0.0,0.0,31.0,3.0,0.0,-2.0,25000.0,0.0,0.88,0.0,99.66916561408637,0.0,0.0,75.25670498084291,9.743295019157088,0.0,0.10000000000002274,-1.2000000000000455,2.0,1.0,3.0,83.0,84.0,84.0,82.0,71.0,84.0,59.0,59.0,56.0,58.0,59.0,71.0,83.66666666666667,83.33333333333333,76.66666666666667,0.5773502691896278,1010.7666666666668,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,18.0,6.0,164.0,88.0,3.0,0.0,12.0,290.0,85.0,0.0,-1.0,8.0,310.0,78.0,-7.0,-6.0,13.0,190.0,86.0,1.0,-1.0,8.0,310.0,2026-06-13T22:51:00+00:00,85.83882904052734,80.42302703857422,76.30599975585938,85.0,85.83882904052734
83.0,52.0,34.34,1010.9,5.0,1.3499999999999943,0.0,0.0,31.0,6.0,0.0,-4.0,25000.0,0.0,0.0,0.0,110.7047076140215,0.0,0.0,74.01098901098901,8.989010989010993,0.0,0.2999999999999545,-0.7000000000000455,-2.0,-1.0,-1.0,85.0,83.0,84.0,84.0,72.0,73.0,54.0,59.0,59.0,57.0,59.0,73.0,84.0,83.83333333333333,76.70833333333333,1.0000000000000018,1010.8000000000001,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,19.0,6.0,164.0,86.0,3.0,-3.0,8.0,320.0,83.0,0.0,-5.0,9.0,320.0,76.0,-7.0,-8.0,8.0,190.0,84.0,1.0,-3.0,6.0,320.0,2026-06-13T23:51:00+00:00,86.16109466552734,77.84506225585938,73.18070983886719,85.0,86.16109466552734
80.0,60.0,50.57,1011.5,0.0,-0.8599999999999994,-0.0,-0.0,20.0,4.0,0.0,0.0,25000.0,0.0,0.0,0.0,76.04546789987565,13.954532100124354,0.24115182720798725,71.4784140969163,8.521585903083704,-0.5,0.2999999999999545,0.39999999999997726,3.0,6.0,5.0,77.0,75.0,74.0,75.0,80.0,76.0,59.0,60.0,58.0,56.0,55.0,59.0,75.33333333333333,74.66666666666667,79.08333333333333,1.5275252316519499,1011.7333333333335,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,9.0,6.0,165.0,84.0,4.0,11.0,0.0,0.0,83.0,3.0,6.0,4.0,310.0,82.0,2.0,11.0,6.0,220.0,82.0,2.0,11.0,0.0,0.0,2026-06-14T13:51:00+00:00,90.10888671875,87.59073638916016,86.1507568359375,82.94,90.10888671875
81.0,60.0,48.95,1011.1,0.0,-0.6099999999999994,-0.0,-0.0,21.0,6.0,0.0,0.0,25000.0,0.0,0.0,0.0,68.57775077285127,21.422249227148725,0.36523830652558253,73.43362831858407,7.56637168141593,-0.39999999999997726,-0.8999999999999773,0.20000000000004547,1.0,6.0,7.0,80.0,77.0,75.0,74.0,78.0,78.0,60.0,59.0,60.0,56.0,55.0,58.0,77.33333333333333,75.5,79.25,2.516611478423588,1011.8333333333334,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,10.0,6.0,165.0,88.0,7.0,14.0,5.0,250.0,85.0,4.0,7.0,7.0,290.0,83.0,2.0,7.0,9.0,220.0,86.0,5.0,11.0,0.0,0.0,2026-06-14T14:51:00+00:00,90.24867248535156,88.76246643066406,86.77655029296875,82.94,90.24867248535156
84.0,61.0,46.04,1010.8,4.0,-0.3299999999999983,0.0,0.0,23.0,5.0,0.0,0.0,25000.0,0.0,0.0,0.0,63.302450272331264,26.697549727668736,0.4492807928919563,75.83644859813084,8.163551401869157,-0.3000000000000682,-1.2000000000000455,0.0,3.0,7.0,11.0,81.0,80.0,77.0,73.0,78.0,81.0,60.0,60.0,59.0,56.0,55.0,57.0,79.33333333333333,76.66666666666667,79.375,2.081665999466142,1011.5333333333333,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,11.0,6.0,165.0,88.0,4.0,9.0,8.0,210.0,87.0,3.0,6.0,9.0,220.0,83.0,-1.0,4.0,8.0,190.0,88.0,4.0,9.0,8.0,230.0,2026-06-14T15:51:00+00:00,88.66748809814453,86.42417907714844,83.51685333251953,84.0,88.66748809814453
85.0,58.0,40.06,1010.1,4.0,0.6599999999999966,0.0,0.0,27.0,7.0,0.0,0.0,25000.0,0.0,0.0,0.0,60.82019611152151,29.17980388847849,0.48755193371953215,76.46376811594203,8.536231884057969,-0.6999999999999318,-1.3999999999999773,-1.1000000000000227,1.0,5.0,11.0,84.0,81.0,80.0,74.0,77.0,82.0,61.0,60.0,60.0,58.0,55.0,58.0,81.66666666666667,78.5,79.5,2.081665999466142,1011.1333333333332,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,12.0,6.0,165.0,90.0,5.0,6.0,11.0,180.0,88.0,3.0,5.0,8.0,230.0,84.0,-1.0,2.0,9.0,170.0,88.0,3.0,6.0,14.0,190.0,2026-06-14T16:51:00+00:00,86.820556640625,83.22200012207031,80.06731414794922,85.0,86.820556640625
86.0,63.0,46.34,1009.3,0.0,-0.9000000000000057,0.0,0.0,23.0,2.0,0.0,0.0,25000.0,0.0,0.0,0.0,61.48142675665384,28.51857324334616,0.47744361627359017,77.93939393939394,8.060606060606062,-0.8000000000000682,-1.8000000000000682,-2.7000000000000455,1.0,5.0,11.0,85.0,84.0,81.0,75.0,77.0,84.0,58.0,61.0,60.0,60.0,55.0,57.0,83.33333333333333,80.33333333333333,79.625,2.081665999466142,1010.6666666666666,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,165.0,92.0,6.0,4.0,11.0,210.0,89.0,3.0,4.0,13.0,160.0,83.0,-3.0,0.0,9.0,170.0,90.0,4.0,4.0,13.0,220.0,2026-06-14T17:51:00+00:00,87.63642120361328,83.10980224609375,80.00016784667969,87.08000000000001,87.63642120361328
85.0,64.0,49.55,1008.3,4.0,-1.3499999999999943,-2.571150438746158,3.0641777724759116,21.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,65.18784163473259,24.812158365267408,0.4196447065639271,77.47881355932203,7.521186440677965,-1.0,-2.5,-3.7000000000000455,-1.0,1.0,8.0,86.0,85.0,84.0,77.0,76.0,83.0,63.0,58.0,61.0,59.0,55.0,59.0,85.0,82.16666666666667,79.70833333333333,1.000000000000023,1010.0666666666666,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,14.0,6.0,165.0,92.0,7.0,4.0,17.0,200.0,87.0,2.0,0.0,13.0,180.0,82.0,-3.0,-1.0,17.0,180.0,89.0,4.0,1.0,11.0,200.0,2026-06-14T18:51:00+00:00,87.7878646850586,80.4413070678711,79.02626037597656,87.08000000000001,87.7878646850586
84.0,67.0,56.78,1007.2,0.0,-2.6899999999999977,0.0,0.0,17.0,-10.0,0.0,0.0,25000.0,0.0,0.0,0.0,71.45229649810787,18.54770350189213,0.31809410465456417,77.2493927125506,6.750607287449398,-1.099999999999909,-2.8999999999999773,-4.2999999999999545,-1.0,-1.0,4.0,85.0,86.0,85.0,80.0,75.0,84.0,64.0,63.0,58.0,60.0,56.0,56.0,85.33333333333333,83.5,79.79166666666667,0.5773502691896647,1009.2333333333332,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,165.0,90.0,6.0,0.0,10.0,190.0,86.0,2.0,-2.0,13.0,160.0,81.0,-3.0,-3.0,20.0,190.0,90.0,6.0,2.0,12.0,170.0,2026-06-14T19:51:00+00:00,87.90998077392578,81.2646484375,77.94928741455078,87.08000000000001,87.90998077392578
83.0,65.0,54.71,1006.2,7.0,-1.7900000000000063,-4.499513267805776,5.362311101832845,18.0,-5.0,0.0,0.0,25000.0,0.0,0.0,0.0,79.64699654269461,10.353003457305391,0.17971231561641546,76.79681274900399,6.2031872509960095,-1.0,-3.099999999999909,-4.899999999999977,-1.0,-3.0,2.0,84.0,85.0,86.0,81.0,74.0,84.0,67.0,64.0,63.0,60.0,56.0,59.0,85.0,84.16666666666667,79.79166666666667,1.000000000000023,1008.2666666666668,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,16.0,6.0,165.0,90.0,7.0,-2.0,13.0,170.0,85.0,2.0,-4.0,14.0,170.0,78.0,-5.0,-5.0,23.0,190.0,87.0,4.0,-3.0,9.0,190.0,2026-06-14T20:51:00+00:00,88.22516632080078,78.91321563720703,75.45525360107422,87.08000000000001,88.22516632080078
82.0,65.0,56.51,1005.5,0.0,-1.8100000000000023,0.0,0.0,17.0,-4.0,0.0,0.0,25000.0,0.0,0.0,0.0,89.201853773459,0.7981462265409931,0.013929829035179314,76.25396825396825,5.746031746031747,-0.7000000000000455,-2.7999999999999545,-5.2999999999999545,-1.0,-3.0,-2.0,83.0,84.0,85.0,84.0,73.0,83.0,65.0,67.0,64.0,61.0,56.0,59.0,84.0,84.5,79.75,1.000000000000023,1007.2333333333332,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,17.0,6.0,165.0,90.0,8.0,-2.0,12.0,190.0,85.0,3.0,-2.0,18.0,180.0,78.0,-4.0,-4.0,25.0,190.0,89.0,7.0,0.0,10.0,170.0,2026-06-14T21:51:00+00:00,87.42924499511719,78.2263412475586,74.2634506225586,87.08000000000001,87.42924499511719
80.0,63.0,56.23,1005.0,4.0,-1.4200000000000017,0.0,0.0,17.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,99.66897179488542,0.0,0.0,75.25670498084291,4.743295019157088,-0.5,-2.2000000000000455,-5.100000000000023,-2.0,-4.0,-5.0,82.0,83.0,84.0,85.0,74.0,85.0,65.0,65.0,67.0,58.0,58.0,54.0,83.0,84.16666666666667,79.70833333333333,1.000000000000023,1006.3000000000001,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,18.0,6.0,165.0,86.0,6.0,-4.0,14.0,180.0,83.0,3.0,-3.0,16.0,170.0,75.0,-5.0,-6.0,20.0,180.0,85.0,5.0,-5.0,14.0,170.0,2026-06-14T22:51:00+00:00,87.13116455078125,77.42291259765625,73.71190643310547,87.08000000000001,87.13116455078125
79.0,62.0,56.09,1005.1,0.0,0.0,0.0,0.0,17.0,-1.0,2.0,2.0,12000.0,0.0,0.0,0.0,110.70452011831593,0.0,0.0,74.01098901098901,4.989010989010993,0.10000000000002274,-1.1000000000000227,-4.199999999999932,-1.0,-4.0,-7.0,80.0,82.0,83.0,86.0,75.0,83.0,63.0,65.0,65.0,63.0,60.0,52.0,81.66666666666667,83.33333333333333,79.5,1.5275252316519636,1005.5666666666666,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,19.0,6.0,165.0,83.0,4.0,-7.0,10.0,180.0,81.0,2.0,-4.0,14.0,180.0,72.0,-7.0,-6.0,22.0,180.0,82.0,3.0,-5.0,13.0,170.0,2026-06-14T23:51:00+00:00,87.20977783203125,77.1148910522461,71.84485626220703,87.08000000000001,87.20977783203125
71.0,41.0,33.7,1011.4,4.0,0.0,0.0,0.0,30.0,13.0,0.0,0.0,25000.0,0.0,0.0,0.0,63.30205988557739,26.697940114422607,0.4492868800289636,75.83644859813084,-4.836448598130843,-0.5,-1.0,-0.7000000000000455,2.0,7.0,13.0,69.0,67.0,64.0,58.0,63.0,72.0,41.0,48.0,47.0,48.0,46.0,50.0,66.66666666666667,62.666666666666664,66.25,2.5166114784235867,1012.1333333333333,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,11.0,6.0,167.0,73.0,2.0,6.0,7.0,320.0,71.0,0.0,5.0,7.0,300.0,72.0,1.0,6.0,14.0,210.0,72.0,1.0,6.0,7.0,280.0,2026-06-16T15:51:00+00:00,75.59297180175781,71.55221557617188,71.74735260009766,71.0,75.59297180175781
71.0,41.0,33.7,1011.4,4.0,0.0,0.0,0.0,30.0,13.0,0.0,0.0,25000.0,0.0,0.0,0.0,63.30205988557739,26.697940114422607,0.4492868800289636,75.83644859813084,-4.836448598130843,-0.5,-1.0,-0.7000000000000455,2.0,7.0,13.0,69.0,67.0,64.0,58.0,63.0,72.0,41.0,48.0,47.0,48.0,46.0,50.0,66.66666666666667,62.666666666666664,66.25,2.5166114784235867,1012.1333333333332,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,11.0,6.0,167.0,73.0,2.0,6.0,7.0,320.0,71.0,0.0,5.0,7.0,300.0,72.0,1.0,6.0,14.0,210.0,72.0,1.0,6.0,7.0,280.0,2026-06-16T15:51:00+00:00,75.59297180175781,71.55221557617188,71.74735260009766,74.0,75.59297180175781
75.0,44.0,33.06,1009.5,4.0,0.0,3.464101615137754,2.0000000000000018,31.0,1.0,0.0,0.0,25000.0,0.0,0.0,0.0,71.4518472357412,18.548152764258802,0.3181015384784536,77.2493927125506,-2.249392712550602,-0.39999999999997726,-1.3999999999999773,-2.6000000000000227,0.0,1.0,8.0,75.0,74.0,74.0,67.0,60.0,73.0,45.0,44.0,44.0,48.0,48.0,48.0,74.33333333333333,71.66666666666667,66.5,0.5773502691896278,1010.4,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,167.0,79.0,4.0,4.0,10.0,250.0,77.0,2.0,4.0,11.0,260.0,73.0,-2.0,2.0,17.0,190.0,77.0,2.0,3.0,8.0,260.0,2026-06-16T19:51:00+00:00,76.16114807128906,71.68941497802734,69.1631851196289,75.02,76.16114807128906
73.04,71.96,96.42062016554186,1004.1,5.0,0.0,4.92403876506104,0.8682408883346516,1.0800000000000125,0.18000000000002103,2.0,0.0,25000.0,0.0,1.63,0.0,113.52615201717471,0.0,0.0,74.37844311377246,-1.3384431137724562,0.7000000000000455,0.20000000000004547,-1.5,-0.8999999999999915,-0.8999999999999915,0.0,73.94,73.94,73.94,73.04,69.98,73.94,73.04,73.04,73.04,71.96,69.98,66.02,73.94,73.64,73.43,0.0,1003.5999999999999,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,2.0,7.0,200.0,75.92,2.8799999999999955,0.0,9.0,240.0,78.08,5.039999999999992,1.0799999999999983,13.0,260.0,75.92,2.8799999999999955,-1.0799999999999983,11.0,250.0,75.92,2.8799999999999955,-3.0600000000000023,5.0,260.0,75.02,1.9799999999999898,-1.980000000000004,14.0,250.0,75.02,1.9799999999999898,-0.9000000000000057,4.0,270.0,77.0,3.9599999999999937,-1.980000000000004,4.0,210.0,71.96,-1.0800000000000125,0.0,15.0,230.0,2026-07-19T06:51:00+00:00,84.23474884033203,72.19835662841797,75.40632629394531,73.94,84.23474884033203
